city	state_id	lat	lng	density	timezone
Esterbrook	WY	42.4062	-105.3858	8	America/Denver
Dumb Hundred	PA	40.317	-78.4105	98.2	America/New_York
Percival	IA	40.7513	-95.8133	64	America/Chicago
Lindcove	CA	36.358	-119.0646	109.6	America/Los_Angeles
Westford	NY	42.6511	-74.8005	17	America/New_York
Jacinto	MS	34.7622	-88.4276	31	America/Chicago
Babcock	WI	44.3044	-90.1076	8	America/Chicago
Hawleyville	CT	41.4288	-73.3506	59	America/New_York
Lake City	SD	45.7248	-97.4139	40.7	America/Chicago
Piqua	KS	37.922	-95.5375	7	America/Chicago
Exeter	IL	39.7191	-90.4961	40	America/Chicago
Poole	KY	37.6392	-87.6447	28	America/Chicago
Seba Dalkai	AZ	35.4816	-110.4562	1.8	America/Denver
Cowlington	OK	35.3105	-94.7878	30	America/Chicago
Pierpont	MO	38.8633	-92.3129	97.2	America/Chicago
Dundee	MN	43.844	-95.4666	46.7	America/Chicago
Uncertain	TX	32.7064	-94.1269	51	America/Chicago
Cromwell	IA	41.0405	-94.4618	125.6	America/Chicago
Riverview Estates	MO	38.7489	-94.5246	111.6	America/Chicago
Musella	GA	32.8009	-84.0334	21	America/New_York
Ranger	GA	34.5013	-84.7111	34	America/New_York
Promise City	IA	40.7474	-93.1498	101	America/Chicago
Calverton	VA	38.6355	-77.6662	6	America/New_York
Symerton	IL	41.3256	-88.053	184.7	America/Chicago
Detroit	OR	44.7338	-122.1513	47	America/Los_Angeles
Delacroix	LA	29.7652	-89.7874	22.8	America/Chicago
Galestown	MD	38.5633	-75.7149	107.5	America/New_York
Longoria	TX	26.3024	-98.6425	285	America/Chicago
Mabie	CA	39.7771	-120.5447	7	America/Los_Angeles
Old Appleton	MO	37.5939	-89.7108	145	America/Chicago
New Blaine	AR	35.2931	-93.4202	17	America/Chicago
Comstock	MN	46.6596	-96.7466	120.1	America/Chicago
Maybeury	WV	37.3675	-81.3572	16	America/New_York
Smeltertown	CO	38.5524	-106.0085	101.1	America/Denver
Chitina	AK	61.5276	-144.2991	0	America/Anchorage
Camden	IL	40.1529	-90.7733	36	America/Chicago
Flemington	MO	37.8039	-93.5014	157.4	America/Chicago
De Borgia	MT	47.3701	-115.3211	10	America/Denver
Westwood	IA	40.965	-91.6266	74.1	America/Chicago
Marvel	CO	37.1112	-108.1262	59.9	America/Denver
Butte City	ID	43.607	-113.2408	83.7	America/Boise
Lamont	WA	47.2007	-117.9049	81.4	America/Los_Angeles
Kleindale	AZ	32.2681	-110.9146	475.8	America/Phoenix
Saint Charles	SC	34.0806	-80.2249	6	America/New_York
Green Spring	WV	39.5242	-78.6301	12	America/New_York
Kim	CO	37.247	-103.3534	93.9	America/Denver
Eddyville	IL	37.5005	-88.5847	45.4	America/Chicago
Luray	TN	35.6017	-88.5703	8	America/Chicago
Gracey	KY	36.8792	-87.6638	165.2	America/Chicago
Durham	KS	38.4846	-97.2268	129.4	America/Chicago
Twin Hills	AK	59.0815	-160.2826	63	America/Anchorage
Regina	NM	36.1947	-106.9453	3	America/Denver
Santiago	WA	47.2975	-124.2327	17	America/Los_Angeles
Eva	TN	36.0687	-88.0081	13	America/Chicago
Brooksburg	IN	38.735	-85.2445	136	America/New_York
Arco	MN	44.3838	-96.1826	58.9	America/Chicago
Mobeetie	TX	35.5291	-100.4394	44	America/Chicago
Twin Lakes	WA	48.2622	-118.3591	6	America/Los_Angeles
Canyon Creek	MT	46.8053	-112.2544	37	America/Denver
Hunnewell	KS	37.0042	-97.4076	49	America/Chicago
Englevale	ND	46.3912	-97.9038	18	America/Chicago
Coyote	NM	36.1615	-106.6067	6	America/Denver
Hillsdale	OK	36.5632	-97.9927	51.9	America/Chicago
Bartlett	KS	37.0549	-95.2112	118.9	America/Chicago
Grenville	SD	45.467	-97.3901	29.3	America/Chicago
Wikieup	AZ	34.6931	-113.5995	6	America/Phoenix
Cornland	IL	39.9376	-89.4015	123.5	America/Chicago
Marysville	MT	46.7502	-112.3026	55	America/Denver
Quemado	TX	28.9471	-100.6238	271.6	America/Matamoros
Minidoka	ID	42.754	-113.49	173.6	America/Boise
Freeport	CA	38.4636	-121.5022	111.2	America/Los_Angeles
Sheridan Lake	CO	38.4667	-102.2943	50.7	America/Denver
Zwingle	IA	42.2972	-90.6874	139.9	America/Chicago
Cross Anchor	SC	34.644	-81.8585	34	America/New_York
Rome	IA	40.982	-91.6817	109.4	America/Chicago
Williford	AR	36.2518	-91.3605	51.9	America/Chicago
Eunola	AL	31.0326	-85.8409	14	America/Chicago
Canaan	IN	38.8661	-85.2996	69.4	America/Indiana/Indianapolis
Martinsburg	NE	42.5084	-96.8314	79.7	America/Chicago
Parkerville	KS	38.7638	-96.6615	87.9	America/Chicago
Meadow Acres	WY	42.8593	-106.0953	19	America/Denver
Moyers	OK	34.3255	-95.6503	40	America/Chicago
Crescent Mills	CA	40.1008	-120.9217	6	America/Los_Angeles
East Verde Estates	AZ	34.2983	-111.3645	10	America/Phoenix
Dolliver	IA	43.4636	-94.6142	3.1	America/Chicago
Clinton	NE	42.7598	-102.3479	48.1	America/Denver
Elba	MN	44.0867	-92.0169	13	America/Chicago
Jud	ND	46.5258	-98.8976	31.4	America/Chicago
Leopolis	WI	44.7654	-88.8447	66	America/Chicago
Darfur	MN	44.0535	-94.8378	138.9	America/Chicago
Green Sea	SC	34.1288	-78.9721	15	America/New_York
Gillisonville	SC	32.6116	-81.0001	22	America/New_York
Oak Hall	VA	37.9307	-75.547	24	America/New_York
Evan	MN	44.3549	-94.8361	26	America/Chicago
Bergoo	WV	38.4849	-80.2981	50	America/New_York
Headrick	OK	34.627	-99.1373	104.3	America/Chicago
Danville	WA	48.9938	-118.5068	14.2	America/Los_Angeles
Wallace	SD	45.0845	-97.4781	129.9	America/Chicago
Bluff City	KS	37.0761	-97.8747	52	America/Chicago
Bagnell	MO	38.2294	-92.6053	56	America/Chicago
Blaine	KY	38.0272	-82.8413	27	America/New_York
Hardy	MT	47.1806	-111.8172	23	America/Denver
Datto	AR	36.3925	-90.7285	42	America/Chicago
Goodrich	ND	47.4759	-100.1247	18.6	America/Chicago
East Burke	VT	44.5875	-71.9403	50	America/New_York
Union Hill	IL	41.1086	-88.1463	60.9	America/Chicago
West Hampton Dunes	NY	40.7777	-72.7131	77.6	America/New_York
House	NM	34.6492	-103.9038	29	America/Denver
Wann	NE	41.1394	-96.3632	17	America/Chicago
Jericho	AR	35.2876	-90.2305	75.4	America/Chicago
Cogswell	ND	46.107	-97.7842	30.7	America/Chicago
Myrtle	MN	43.5632	-93.163	73.5	America/Chicago
McKittrick	MO	38.7387	-91.4443	54	America/Chicago
Nescatunga	OK	36.7543	-98.156	84.3	America/Chicago
North Crows Nest	IN	39.8661	-86.1624	431.3	America/Indiana/Indianapolis
Macon	NC	36.4396	-78.0839	56	America/New_York
Simpson	IL	37.4673	-88.7557	50	America/Chicago
Putnam	OK	35.8559	-98.9682	44.4	America/Chicago
New Rockport Colony	MT	47.8598	-112.0349	7	America/Denver
Virginia	NE	40.2458	-96.4988	62.3	America/Chicago
Trona	CA	35.815	-117.3449	2	America/Los_Angeles
Moskowite Corner	CA	38.4464	-122.1944	9	America/Los_Angeles
Alexander	KS	38.4695	-99.553	79	America/Chicago
Alamo	IN	39.9834	-87.0552	58.8	America/Indiana/Indianapolis
Ovando	MT	47.0207	-113.1717	2	America/Denver
King Ranch Colony	MT	47.0572	-109.6362	24	America/Denver
Agar	SD	44.8397	-100.0732	94.9	America/Chicago
Cooke City	MT	45.0187	-109.9119	2	America/Denver
Chalkhill	PA	39.8461	-79.6142	32	America/New_York
Umbarger	TX	34.9564	-102.1094	25	America/Chicago
Hartman	CO	38.1212	-102.2217	73.4	America/Denver
Orovada	NV	41.5492	-117.8235	1.8	America/Los_Angeles
Lebam	WA	46.564	-123.5508	18	America/Los_Angeles
Mountain View	NM	35.0046	-108.3979	12	America/Denver
Bolivar	MS	33.6606	-91.0519	65.9	America/Chicago
Sunny Slopes	CA	37.5693	-118.6758	13	America/Los_Angeles
Ekwok	AK	59.3462	-157.4861	27.9	America/Anchorage
Fluvanna	TX	32.8833	-101.1415	18	America/Chicago
Bradley	SD	45.0904	-97.642	38.6	America/Chicago
Anthonyville	AR	35.0398	-90.3403	160.6	America/Chicago
Levasy	MO	39.1363	-94.1307	43	America/Chicago
White Lake	NY	41.6757	-74.8322	29	America/New_York
Stockholm	WI	44.4852	-92.2633	27	America/Chicago
Bowring	OK	36.879	-96.1202	97.2	America/Chicago
Cottageville	WV	38.8667	-81.8242	121.2	America/New_York
Luray	MO	40.4524	-91.8841	80.9	America/Chicago
Chautauqua	KS	37.0241	-96.1774	61	America/Chicago
Ringo	KS	37.5064	-94.7649	17	America/Chicago
Marie	AR	35.613	-90.0829	86	America/Chicago
Clayton	IA	42.9022	-91.1493	51	America/Chicago
Cumminsville	NY	42.5706	-77.7189	256.2	America/New_York
Claire City	SD	45.8566	-97.1035	95.1	America/Chicago
Winfred	SD	44.0009	-97.3598	26	America/Chicago
Vowinckel	PA	41.4108	-79.2286	10	America/New_York
Union Grove	AL	34.4025	-86.4483	47	America/Chicago
Staint Clair	PA	40.4786	-78.2284	34.8	America/New_York
Long Lake	WI	45.8431	-88.6673	103.1	America/Chicago
Wildrose	ND	48.6299	-103.1837	39.8	America/Chicago
Havana	KS	37.0921	-95.9418	16.7	America/Chicago
Defiance	MO	38.6327	-90.7846	25	America/Chicago
Keddie	CA	40.0059	-120.9523	39	America/Los_Angeles
Olean	MO	38.4103	-92.53	172	America/Chicago
Blanco	OK	34.7507	-95.7736	40	America/Chicago
Tensed	ID	47.1596	-116.9238	126.4	America/Los_Angeles
Box Canyon	TX	29.5335	-101.1586	18	America/Matamoros
Gibbs	MO	40.099	-92.4166	78.6	America/Chicago
St. Clairsville	PA	40.156	-78.5108	148.9	America/New_York
Eggleston	VA	37.2871	-80.6227	31	America/New_York
Zinc	AR	36.2836	-92.9147	34	America/Chicago
Cherry Valley	PA	41.1594	-79.8012	9	America/New_York
Washam	WY	41.0056	-109.6992	8	America/Denver
Dutch John	UT	40.9301	-109.4042	4	America/Denver
Stark	KS	37.6898	-95.1441	58.2	America/Chicago
Deering	MO	36.1911	-89.8843	14.2	America/Chicago
Curlew	IA	42.9797	-94.7378	34	America/Chicago
Springerton	IL	38.1786	-88.3548	152.1	America/Chicago
Orlando	OK	36.1355	-97.3654	66	America/Chicago
Washington Park	AZ	34.3978	-111.2731	9	America/Phoenix
Seaforth	MN	44.4761	-95.331	25	America/Chicago
Radley	KS	37.4851	-94.7617	34	America/Chicago
Glencoe	OH	40.0106	-80.8815	21	America/New_York
Rains	SC	34.0942	-79.3214	19	America/New_York
Swink	OK	34.0169	-95.2018	59.2	America/Chicago
Paradise Hill	OK	35.6137	-95.0703	46	America/Chicago
Graysville	OH	39.6633	-81.1746	25	America/New_York
Royal	NE	42.3329	-98.1252	13.8	America/Chicago
Tucker	AR	34.4395	-91.9519	31	America/Chicago
New Weston	OH	40.337	-84.6436	180.9	America/New_York
Beaver	IA	42.0383	-94.14	43.7	America/Chicago
Naylor	GA	30.9088	-83.0774	33	America/New_York
Neville	OH	38.8123	-84.2115	65	America/New_York
Lake View	TX	29.459	-100.9532	50	America/Chicago
Mountain	ND	48.6843	-97.8648	39.3	America/Chicago
Opheim	MT	48.8571	-106.4084	38.8	America/Denver
Revere	MN	44.2215	-95.3611	45	America/Chicago
Silex	MO	39.1254	-91.0574	161.3	America/Chicago
Nassau	MN	45.0677	-96.4417	30.3	America/Chicago
North Escobares	TX	26.4325	-98.9719	35	America/Chicago
Kinross	IA	41.4591	-91.9873	77.4	America/Chicago
Raymond	KS	38.278	-98.4143	75.2	America/Chicago
Woody	CA	35.7081	-118.8145	6	America/Los_Angeles
Marthaville	LA	31.738	-93.39	22	America/Chicago
Oakwood	OK	35.9316	-98.7031	71.9	America/Chicago
Uniontown	AR	35.5853	-94.4469	26	America/Chicago
Weatherby	MO	39.9093	-94.2419	83	America/Chicago
Worth	MO	40.4045	-94.4465	79.9	America/Chicago
Vera Cruz	IN	40.7016	-85.0795	111.2	America/Indiana/Indianapolis
Newark	MO	39.9946	-91.9734	80	America/Chicago
Filer City	MI	44.2149	-86.289	130.1	America/Detroit
Hebgen Lake Estates	MT	44.7692	-111.1905	95.7	America/Denver
Pingree	ND	47.1638	-98.9086	27.7	America/Chicago
Ali Molina	AZ	31.9025	-111.7804	33	America/Phoenix
Chewalla	TN	35.0209	-88.6426	18	America/Chicago
Live Oak	SC	34.056	-78.9397	30	America/New_York
Roseland	KS	37.2805	-94.8438	34	America/Chicago
Casselman	PA	39.8857	-79.2112	95.2	America/New_York
Sunburg	MN	45.3476	-95.24	53	America/Chicago
Chilo	OH	38.7934	-84.1374	78.9	America/New_York
Yale	KS	37.4901	-94.647	25	America/Chicago
Draper	SD	43.9262	-100.5372	39	America/Chicago
Herrick	SD	43.115	-99.1882	49	America/Chicago
Burna	KY	37.2456	-88.3589	18	America/Chicago
Brant Lake	SD	43.9308	-96.9436	61.9	America/Chicago
Souris	ND	48.91	-100.6826	85.1	America/Chicago
Humphreys	MO	40.1252	-93.3196	115.3	America/Chicago
Agenda	KS	39.7066	-97.4322	34.9	America/Chicago
Mount Eagle	PA	40.9799	-77.7058	89.7	America/New_York
Geneva	PA	41.562	-80.2261	113.8	America/New_York
Ayers Ranch Colony	MT	47.051	-108.945	57	America/Denver
Aldrich	MO	37.5489	-93.5512	84.2	America/Chicago
Cheney	NE	40.7261	-96.5936	114.1	America/Chicago
Brandon	MT	45.466	-112.1339	56	America/Denver
Tierra Bonita	TX	26.2727	-97.8276	27	America/Chicago
Hutton	MD	39.4145	-79.4801	138	America/New_York
Heeney	CO	39.8712	-106.3002	48.5	America/Denver
Sheppards Mill	NJ	39.4124	-75.3136	88.5	America/New_York
Hill View Heights	WY	43.8159	-104.1517	11	America/Denver
Tindall	MO	40.1609	-93.6096	65.3	America/Chicago
Unity Village	MO	38.9525	-94.3995	17	America/Chicago
Sageville	IA	42.5493	-90.7062	29	America/Chicago
Rodney	IA	42.2045	-95.9507	61.8	America/Chicago
Dresden	KS	39.6228	-100.4191	27	America/Chicago
Paderborn	IL	38.3595	-90.0465	53.7	America/Chicago
Warfield	VA	36.896	-77.819	11	America/New_York
Walters	MN	43.6049	-93.6743	65.4	America/Chicago
Dwight	ND	46.3039	-96.7402	109.6	America/Chicago
Coy	AR	34.5405	-91.8713	37	America/Chicago
South End	MN	47.3231	-95.4788	14	America/Chicago
Acala	TX	31.3344	-105.9028	8	America/Denver
Snowville	VA	37.026	-80.5739	11	America/New_York
Ojo Caliente	NM	36.3146	-106.0374	9	America/Denver
Burchard	NE	40.1493	-96.3488	26.9	America/Chicago
St. Paul	IA	40.7678	-91.5164	90.4	America/Chicago
Frankewing	TN	35.1943	-86.857	26	America/Chicago
Fancy Gap	VA	36.6771	-80.6997	6	America/New_York
Hooper	CO	37.746	-105.8777	130.5	America/Denver
Ophir	UT	40.3716	-112.2507	22.5	America/Denver
Zurich	MT	48.5861	-109.0302	46	America/Denver
Sunland Estates	WA	47.074	-120.0284	62	America/Los_Angeles
McKinnon	WY	41.0314	-109.9384	4	America/Denver
Why	AZ	32.259	-112.7307	2	America/Phoenix
Weldon	AR	35.4479	-91.2315	78.4	America/Chicago
Arcola	MO	37.5493	-93.8753	17.2	America/Chicago
Belva	WV	38.2327	-81.1894	45.9	America/New_York
Woodsville	NY	42.579	-77.7338	58.2	America/New_York
Ski Gap	PA	40.316	-78.5174	45	America/New_York
Caberfae	MI	44.2492	-85.7256	55	America/Detroit
Allendale	MO	40.4853	-94.2887	43	America/Chicago
Dennis	MS	34.559	-88.2303	18	America/Chicago
Valera	TX	31.7536	-99.5493	59.6	America/Chicago
Harrison	MT	45.7045	-111.7844	199.2	America/Denver
Beaver Bay	MN	47.2563	-91.3065	30	America/Chicago
Sandyville	IA	41.3709	-93.3862	50	America/Chicago
Sidney	IN	41.105	-85.7425	125.8	America/Indiana/Indianapolis
El Castillo	TX	26.3348	-98.6391	758.4	America/Chicago
Reserve	KS	39.977	-95.5654	88.3	America/Chicago
Winston	NM	33.346	-107.6488	58	America/Denver
Boyd	MT	45.454	-109.0697	36.1	America/Denver
Nashua	MN	46.0377	-96.3059	7	America/Chicago
Balta	ND	48.1666	-100.0369	58.6	America/Chicago
Fort Indiantown Gap	PA	40.442	-76.5972	1.8	America/New_York
Lehr	ND	46.2826	-99.3528	85.9	America/Chicago
Sportsmans Park	OR	45.2197	-121.3945	45.4	America/Los_Angeles
La Prairie	IL	40.1473	-91.0024	53.5	America/Chicago
Graingers	NC	35.3164	-77.5066	14	America/New_York
Theba	AZ	32.9181	-112.8903	39	America/Phoenix
Las Lomitas	TX	27.3378	-98.6629	6	America/Chicago
Cale	AR	33.6278	-93.235	25	America/Chicago
Halsey	NE	41.9033	-100.2699	85.1	America/Chicago
Bibo	NM	35.1732	-107.4034	5	America/Denver
New Hope	KY	37.6279	-85.5067	39	America/New_York
Labette	KS	37.23	-95.1836	50.5	America/Chicago
Orrum	NC	34.4667	-79.0089	50	America/New_York
Padroni	CO	40.7818	-103.1733	29	America/Denver
Rock Point	MD	38.2754	-76.8428	38	America/New_York
Mayfield	KS	37.2632	-97.5404	152.1	America/Chicago
Seward	KS	38.1778	-98.7943	78.6	America/Chicago
Faxon	OK	34.4603	-98.5794	92.9	America/Chicago
Orchard	IA	43.2276	-92.776	83.7	America/Chicago
Littlejohn Island	ME	43.7599	-70.1284	94.3	America/New_York
Sage Creek Colony	MT	48.9288	-110.9723	20.8	America/Denver
Belmore	OH	41.1548	-83.9417	54	America/New_York
Seville	GA	31.9608	-83.6012	28	America/New_York
Norcross	MN	45.8687	-96.1964	15	America/Chicago
Arkoe	MO	40.2594	-94.8279	11.1	America/Chicago
Greenbush	VA	37.7398	-75.6797	24	America/New_York
Fox	OK	34.3601	-97.4928	42	America/Chicago
Bluewater Village	NM	35.2464	-107.9676	6	America/Denver
Kincaid	KS	38.0812	-95.1554	47	America/Chicago
Darlington	MO	40.1981	-94.3997	58	America/Chicago
Goldfield	CO	38.7176	-105.1253	33.5	America/Denver
Quinn	SD	43.9866	-102.1264	19	America/Denver
West Cornwall	CT	41.8642	-73.3608	15	America/New_York
Port Heiden	AK	56.9426	-158.6047	4.9	America/Anchorage
Fay	OK	35.8161	-98.6587	47	America/Chicago
Knights Ferry	CA	37.8199	-120.6704	82.9	America/Los_Angeles
Melmore	OH	41.0262	-83.105	40	America/New_York
Fullerton	ND	46.1632	-98.4272	61	America/Chicago
Unity	IL	37.152	-89.273	34	America/Chicago
Northboro	IA	40.6073	-95.2925	46.2	America/Chicago
Greenwich	KS	37.7832	-97.2037	40.9	America/Chicago
National	MD	39.6111	-78.9401	62.8	America/New_York
Dolton	SD	43.4911	-97.3848	34.5	America/Chicago
Solway	MN	47.5211	-95.1303	23	America/Chicago
Centrahoma	OK	34.6104	-96.3437	78.9	America/Chicago
New Alluwe	OK	36.6101	-95.4888	129.5	America/Chicago
Brazos	NM	36.7528	-106.5598	47.2	America/Denver
Rivers	NM	33.6757	-108.7768	10	America/Denver
Greenville	IA	43.017	-95.1461	82.5	America/Chicago
Olivet	KS	38.4813	-95.7519	61.8	America/Chicago
Chamizal	NM	34.2182	-106.9152	54	America/Denver
Tuttle	ND	47.1445	-99.9934	101.5	America/Chicago
Pueblito	NM	36.0727	-106.0811	39	America/Denver
Rowena	SD	43.5191	-96.5561	75.9	America/Chicago
Topeka	IL	40.3304	-89.9306	95.7	America/Chicago
Zeandale	KS	39.1627	-96.4279	17	America/Chicago
Homestead	IA	41.7612	-91.8711	18	America/Chicago
Elsmore	KS	37.7941	-95.15	66.4	America/Chicago
Rainsville	IN	40.414	-87.3158	39.2	America/Indiana/Indianapolis
Beaulieu	MN	47.3389	-95.8054	6	America/Chicago
Istachatta	FL	28.6634	-82.2726	113.9	America/New_York
Riceville	PA	41.7792	-79.8045	55	America/New_York
Randalia	IA	42.8634	-91.8867	94.4	America/Chicago
Brentford	SD	45.1591	-98.3223	54.9	America/Chicago
Wisacky	SC	34.1465	-80.1905	4	America/New_York
Rodriguez Camp	CA	35.809	-119.1388	120.8	America/Los_Angeles
Riddleville	GA	32.9069	-82.6661	30	America/New_York
Fishers Island	NY	41.27	-71.9892	5	America/New_York
Gully	MN	47.7684	-95.6229	49.8	America/Chicago
Marietta	IL	40.4995	-90.3931	92.5	America/Chicago
Jennette	AR	35.1639	-90.4092	10	America/Chicago
Spade	TX	33.926	-102.1543	12	America/Chicago
Cayuse	OR	45.6765	-118.5736	8	America/Los_Angeles
Old Agency	MT	47.3226	-114.2987	41	America/Denver
Hamilton	IA	41.1705	-92.9041	46	America/Chicago
Fulton	WI	42.8074	-89.1269	150.5	America/Chicago
Crookston	NE	42.9263	-100.7534	54	America/Chicago
Sasakwa	OK	34.9468	-96.5253	130.4	America/Chicago
Grant	IA	41.1429	-94.9848	32	America/Chicago
Essex	MT	48.2823	-113.6095	45	America/Denver
Kingston	NV	39.2101	-117.0679	5	America/Los_Angeles
Leonard	MO	39.8943	-92.1819	47.1	America/Chicago
Bradford	IA	42.6367	-93.2524	25	America/Chicago
St. Charles	VA	36.8052	-83.0575	195.8	America/New_York
Lima	OK	35.1737	-96.5983	49	America/Chicago
Menoken	ND	46.8148	-100.5341	10	America/Chicago
Esbon	KS	39.8219	-98.4339	61.5	America/Chicago
Hat Island	WA	48.013	-122.3201	34	America/Los_Angeles
Eagle Lake	IL	41.3702	-87.5552	39	America/Chicago
South Gorin	MO	40.3596	-92.0246	93.2	America/Chicago
Yucca	AZ	34.8629	-114.1461	10	America/Phoenix
Batesville	OH	39.9156	-81.2824	80.5	America/New_York
Olowalu	HI	20.8222	-156.6169	8	Pacific/Honolulu
Kickapoo Site 7	KS	39.6895	-95.6713	46	America/Chicago
Klukwan	AK	59.3987	-135.8886	16	America/Juneau
Mount Hebron	CA	41.7857	-122.008	31	America/Los_Angeles
Lake Aluma	OK	35.5334	-97.4484	80.3	America/Chicago
Hilltown	VA	36.729	-80.9822	41	America/New_York
Bruneau	ID	42.8766	-115.8001	14	America/Boise
Memphis	NE	41.0946	-96.4332	97.3	America/Chicago
Dundarrach	NC	34.9247	-79.1575	17	America/New_York
Hitchita	OK	35.5199	-95.7517	83.6	America/Chicago
Huson	MT	47.0325	-114.34	30	America/Denver
Lake Harbor	FL	26.6885	-80.8079	17	America/New_York
Gardi	GA	31.5409	-81.797	24	America/New_York
Courtenay	ND	47.2241	-98.5685	55	America/Chicago
Gapland	MD	39.4021	-77.6584	115.7	America/New_York
Morrison	MO	38.6716	-91.6334	51	America/Chicago
Ree Heights	SD	44.5158	-99.2005	9.7	America/Chicago
Butterfield	TX	31.8426	-106.0822	7	America/Denver
Powersville	MO	40.5496	-93.3002	41	America/Chicago
Whitestone	AK	64.1527	-145.9061	3	America/Anchorage
Linwood	NY	42.8967	-77.9476	24	America/New_York
Igiugig	AK	59.3056	-155.8739	0.5	America/Anchorage
South Fork Estates	TX	27.2697	-98.7239	6	America/Chicago
Colwell	IA	43.1572	-92.5916	95	America/Chicago
La Coma Heights	TX	26.4394	-98.0747	23	America/Chicago
Abbyville	KS	37.9705	-98.2027	120.6	America/Chicago
Haswell	CO	38.4525	-103.1649	28	America/Denver
Dougherty	IA	42.922	-93.0361	41	America/Chicago
Sacramento	NM	32.7917	-105.5723	3	America/Denver
Ong	NE	40.3983	-97.8392	65.5	America/Chicago
White Bird	ID	45.7621	-116.3008	115.9	America/Los_Angeles
Govan	SC	33.2227	-81.1748	30	America/New_York
Princeton	SC	34.4913	-82.2958	29	America/New_York
Palo Blanco	TX	26.3876	-98.9024	494.2	America/Chicago
Petrey	AL	31.8495	-86.2057	31	America/Chicago
Zalma	MO	37.1422	-90.0825	123.7	America/Chicago
South Gifford	MO	40.0258	-92.6829	26.8	America/Chicago
Bonanza Hills	TX	27.7948	-99.4695	20	America/Chicago
Stone City	IA	42.11	-91.3543	13	America/Chicago
Taopi	MN	43.5575	-92.6407	59	America/Chicago
Sherman	CT	41.5746	-73.4957	75.2	America/New_York
Cornwall	CT	41.8443	-73.3327	41	America/New_York
Seeley	NJ	39.4852	-75.2455	40	America/New_York
Kenneth	MN	43.7543	-96.0725	21	America/Chicago
Hatton	AL	34.5611	-87.4136	17	America/Chicago
Henriette	MN	45.8711	-93.12	112.7	America/Chicago
Cherry Fork	OH	38.8873	-83.6125	225.5	America/New_York
New Albany	KS	37.5678	-95.9363	51.9	America/Chicago
Buchanan	TN	36.434	-88.2027	21	America/Chicago
Rectortown	VA	38.9211	-77.856	35	America/New_York
Annada	MO	39.2622	-90.8287	48.1	America/Chicago
Smithville	AR	36.0799	-91.3027	34	America/Chicago
Rendville	OH	39.6199	-82.09	69.4	America/New_York
Lee Vining	CA	37.9546	-119.1221	4	America/Los_Angeles
Candy Kitchen	NM	34.912	-108.4929	4	America/Denver
